id,verb,domain,item,decision
57,Advise,Disaster relief,How to allocate volunteers after natural disasters,Yes
57,Advise,Finance,Whether to offer loans to small businesses,No
57,Advise,Finance,Whether to invest in particular stocks,No
57,Advise,Education,Which career paths to recommend to students,No
57,Advise,Education,Which students should receive scholarships,No
58,Decide,Transport,Whether to override a human driver's commands for safety reasons,Yes
58,Decide,Justice,Whether to release convicted criminals from jail,No
58,Decide,Justice,Whether to grant parole to prisoners,No
58,Decide,Business,Who to invite to a job interview,No
58,Decide,Business,Whether to extend an employee’s contract,No
58,Decide,Military,Where to fire missiles in military operations,No
58,Decide,Military,Whether to use lethal or non-lethal force in military operations,No
58,Decide,Disaster relief,Where to allocate resources after natural disasters,No
58,Decide,Social media,Which news articles to present to users on social media,Yes
58,Decide,Social media,Which online videos to remove as deep fakes,Yes
58,Decide,Social media,How to moderate online discussions on controversial topics,Yes
58,Decide,Government,How to allocate public healthcare funding,No
58,Decide,Finance,Which customers receive credit card limit increases,Yes
58,Decide,Education,Which students to admit to schools and universities,No
58,Decide,Education,Which career paths to recommend to students,Yes
58,Advise,Transport,Which pedestrian to hit in a car accident,No
58,Advise,Transport,Which areas should have more traffic enforcement,Yes
58,Advise,Healthcare,Whether to perform a surgery,No
58,Advise,Healthcare,Who should receive mental health support,No
58,Advise,Healthcare,When to withdraw life support,No
58,Advise,Business,Who to invite to a job interview,No
58,Advise,Business,The salary to offer prospective employees,Yes
58,Advise,Military,Where to fire missiles in military operations,No
58,Advise,Disaster relief,Who gets priority access to shelters after natural disasters,No
58,Advise,Social media,Which online content to remove as misinformation,Yes
58,Advise,Social media,How to moderate online discussions on controversial topics,Yes
58,Advise,Government,Which environmental policies to implement,Yes
58,Advise,Finance,Whether to offer loans to individuals,No
58,Advise,Finance,Whether to invest in particular stocks,Yes
58,Advise,Education,Which students should receive scholarships,No
59,Decide,Transport,Which vehicles get priority at traffic lights and intersections,No
59,Decide,Transport,Which areas should have more traffic enforcement,Yes
59,Decide,Justice,Which personalized rehabilitation programs to offer to offenders,No
59,Decide,Justice,Which neighborhoods should have more police patrols,Yes
59,Decide,Business,Who to hire for a job,No
59,Decide,Business,Who to invite to a job interview,No
59,Decide,Business,The salary to offer prospective employees,No
59,Decide,Military,Which areas to target in military operations,No
59,Decide,Military,Whether to use lethal or non-lethal force in military operations,No
59,Decide,Military,How to allocate medical resources on the battlefield,No
59,Decide,Social media,Whether social media users are mental health risks,No
59,Decide,Finance,Whether to offer loans to individuals,No
59,Decide,Finance,Whether to invest in particular stocks,No
59,Decide,Education,Which career paths to recommend to students,No
59,Decide,Education,Which students should receive disciplinary action,No
59,Advise,Transport,Which pedestrian to hit in a car accident,No
59,Advise,Transport,Which vehicles get priority at traffic lights and intersections,No
59,Advise,Justice,Whether to release convicted criminals from jail,No
59,Advise,Justice,Whether to grant parole to prisoners,No
59,Advise,Justice,Which personalized rehabilitation programs to offer to offenders,No
59,Advise,Healthcare,Who gets an organ transplant,No
59,Advise,Business,Whether to extend an employee’s contract,No
59,Advise,Military,Where to fire missiles in military operations,No
59,Advise,Military,Whether to use lethal or non-lethal force in military operations,No
59,Advise,Military,Whether to authorise drone strikes,No
59,Advise,Military,How to allocate medical resources on the battlefield,No
59,Advise,Social media,Whether social media users are mental health risks,No
59,Advise,Social media,Which social media accounts to ban for harmful behavior,No
59,Advise,Government,Who to target with political messaging,No
59,Advise,Government,Who gets audited for tax fraud,No
60,Decide,Transport,Which pedestrian to hit in a car accident,No
60,Decide,Transport,Which vehicles get priority at traffic lights and intersections,No
60,Decide,Transport,Which areas should have more traffic enforcement,Yes
60,Decide,Justice,Whether to grant parole to prisoners,No
60,Decide,Healthcare,Which personalised treatments to recommend to patients,Yes
60,Decide,Business,Who gets promoted within a company,Yes
60,Decide,Military,Which areas to target in military operations,Yes
60,Decide,Disaster relief,Who should receive medical treatment after natural disasters,No
60,Decide,Social media,Which online content to remove as misinformation,Yes
60,Decide,Social media,Which social media accounts to ban for harmful behavior,Yes
60,Decide,Government,Who qualifies for government welfare programs,Yes
60,Decide,Education,Which grades to give students,Yes
60,Decide,Education,Which students to admit to schools and universities,No
60,Decide,Education,Which career paths to recommend to students,Yes
60,Decide,Education,Which students should receive disciplinary action,No
60,Advise,Transport,Which pedestrian to hit in a car accident,No
60,Advise,Transport,Which areas should have more traffic enforcement,Yes
60,Advise,Healthcare,Who to allocate ventilators to,Yes
60,Advise,Healthcare,Who should receive mental health support,No
60,Advise,Business,Who to lay off during company downsizing,Yes
60,Advise,Business,Whether to extend an employee’s contract,No
60,Advise,Disaster relief,Who should receive medical treatment after natural disasters,No
60,Advise,Social media,Which online content to remove as misinformation,Yes
60,Advise,Social media,Which social media accounts to ban for harmful behavior,Yes
60,Advise,Social media,How to moderate online discussions on controversial topics,Yes
60,Advise,Education,Which grades to give students,Yes
60,Advise,Education,Which students to admit to schools and universities,No
60,Advise,Education,Which students require additional academic support,Yes
60,Advise,Education,Which students should receive scholarships,No
60,Advise,Education,Which students should receive disciplinary action,No
61,Decide,Justice,Whether to grant parole to prisoners,Yes
61,Decide,Military,Whether to launch cyber counterattacks,Yes
61,Decide,Disaster relief,Who gets priority access to shelters after natural disasters,Yes
61,Decide,Social media,Whether social media users are mental health risks,Yes
61,Decide,Social media,Which social media accounts to ban for harmful behavior,Yes
61,Decide,Social media,How to moderate online discussions on controversial topics,Yes
61,Decide,Government,Who to target with political messaging,Yes
61,Decide,Government,Which environmental policies to implement,Yes
61,Decide,Government,Who gets audited for tax fraud,Yes
61,Decide,Finance,Whether to offer loans to individuals,Yes
61,Decide,Finance,Whether to invest in particular stocks,Yes
61,Decide,Finance,Who qualifies for mortgage approval,Yes
61,Decide,Finance,Which customers receive credit card limit increases,Yes
61,Decide,Education,Which grades to give students,Yes
61,Decide,Education,Which students should receive scholarships,Yes
61,Advise,Transport,How to allocate ridesharing vehicles to customers,Yes
61,Advise,Justice,Whether to release convicted criminals from jail,Yes
61,Advise,Justice,Who police should stop and search,Yes
61,Advise,Healthcare,Whether to perform a surgery,Yes
61,Advise,Healthcare,Who gets an organ transplant,Yes
61,Advise,Business,Who to invite to a job interview,Yes
61,Advise,Military,Where to fire missiles in military operations,Yes
61,Advise,Military,Whether to launch cyber counterattacks,Yes
61,Advise,Disaster relief,Who to evacuate during natural disasters,Yes
61,Advise,Disaster relief,Who gets priority access to shelters after natural disasters,Yes
61,Advise,Social media,Whether social media users are mental health risks,Yes
61,Advise,Government,Who to target with political messaging,Yes
61,Advise,Government,How to allocate public healthcare funding,Yes
61,Advise,Finance,Whether to invest in particular stocks,Yes
61,Advise,Education,Which students should receive scholarships,Yes
62,Decide,Transport,Whether to override a human driver's commands for safety reasons,Yes
62,Decide,Justice,Whether to grant parole to prisoners,Yes
62,Decide,Justice,The length of jail sentences for criminals,No
62,Decide,Justice,Which personalized rehabilitation programs to offer to offenders,Yes
62,Decide,Justice,Which neighborhoods should have more police patrols,Yes
62,Decide,Healthcare,Who should receive mental health support,No
62,Decide,Business,Who to invite to a job interview,Yes
62,Decide,Business,Whether to extend an employee’s contract,No
62,Decide,Military,How to allocate medical resources on the battlefield,No
62,Decide,Disaster relief,How to allocate volunteers after natural disasters,No
62,Decide,Social media,Which news articles to present to users on social media,No
62,Decide,Social media,Whether social media users are mental health risks,No
62,Decide,Government,How to allocate public healthcare funding,Yes
62,Decide,Finance,Which customers receive credit card limit increases,Yes
62,Decide,Education,Which students should receive scholarships,No
62,Advise,Justice,Whether to grant parole to prisoners,Yes
62,Advise,Justice,Which personalized rehabilitation programs to offer to offenders,Yes
62,Advise,Healthcare,Whether to perform a surgery,Yes
62,Advise,Business,Who to hire for a job,Yes
62,Advise,Business,Who gets promoted within a company,No
62,Advise,Military,Whether to authorise drone strikes,No
62,Advise,Military,How to allocate medical resources on the battlefield,Yes
62,Advise,Disaster relief,Where to allocate resources after natural disasters,Yes
62,Advise,Disaster relief,Who to evacuate during natural disasters,Yes
62,Advise,Disaster relief,Where to deploy rescue teams after natural disasters,Yes
62,Advise,Social media,Which social media accounts to ban for harmful behavior,No
62,Advise,Government,Who to target with political messaging,No
62,Advise,Government,Who gets audited for tax fraud,No
62,Advise,Finance,Whether to offer loans to individuals,Yes
62,Advise,Finance,Whether to offer loans to small businesses,No
63,Decide,Transport,Which pedestrian to hit in a car accident,No
63,Decide,Transport,Whether to prioritise the safety of passengers or pedestrians in a car accident,No
63,Decide,Justice,Which personalized rehabilitation programs to offer to offenders,Yes
63,Decide,Healthcare,Which personalised treatments to recommend to patients,Yes
63,Decide,Business,Who to hire for a job,Yes
63,Decide,Military,Which areas to target in military operations,No
63,Decide,Military,Whether to launch cyber counterattacks,No
63,Decide,Military,Whether to use lethal or non-lethal force in military operations,No
63,Decide,Disaster relief,Who should receive medical treatment after natural disasters,Yes
63,Decide,Disaster relief,Where to deploy rescue teams after natural disasters,Yes
63,Decide,Government,How to allocate public healthcare funding,No
63,Decide,Finance,Whether to invest in particular stocks,No
63,Decide,Finance,Which customers receive credit card limit increases,Yes
63,Decide,Education,Which grades to give students,Yes
63,Decide,Education,Which students to admit to schools and universities,Yes
63,Advise,Transport,Whether to prioritise the safety of passengers or pedestrians in a car accident,No
63,Advise,Transport,Which vehicles get priority at traffic lights and intersections,Yes
63,Advise,Transport,How to allocate ridesharing vehicles to customers,Yes
63,Advise,Justice,The length of jail sentences for criminals,No
63,Advise,Business,The salary to offer prospective employees,Yes
63,Advise,Business,Whether to extend an employee’s contract,Yes
63,Advise,Military,Where to fire missiles in military operations,No
63,Advise,Disaster relief,Who to evacuate during natural disasters,Yes
63,Advise,Disaster relief,How to allocate volunteers after natural disasters,Yes
63,Advise,Social media,Which online content to remove as misinformation,No
63,Advise,Government,Which refugees should be given asylum,No
63,Advise,Government,Who gets audited for tax fraud,No
63,Advise,Finance,Which premiums to set in insurance policies,Yes
63,Advise,Education,Which students require additional academic support,Yes
63,Advise,Education,Which career paths to recommend to students,Yes
64,Decide,Transport,Which pedestrian to hit in a car accident,Yes
64,Decide,Transport,Whether to prioritise the safety of passengers or pedestrians in a car accident,No
64,Decide,Healthcare,Who to allocate ventilators to,Yes
64,Decide,Healthcare,Which personalised treatments to recommend to patients,Yes
64,Decide,Healthcare,Who should receive mental health support,Yes
64,Decide,Business,Who to hire for a job,No
64,Decide,Business,Whether to extend an employee’s contract,No
64,Decide,Military,Where to fire missiles in military operations,No
64,Decide,Military,Which areas to target in military operations,No
64,Decide,Military,Whether to authorise drone strikes,No
64,Decide,Disaster relief,Where to allocate resources after natural disasters,Yes
64,Decide,Disaster relief,How to allocate volunteers after natural disasters,Yes
64,Decide,Government,How to allocate public healthcare funding,Yes
64,Decide,Finance,Whether to offer loans to small businesses,Yes
64,Decide,Finance,Which customers receive credit card limit increases,Yes
64,Advise,Justice,Whether to release convicted criminals from jail,No
64,Advise,Healthcare,Who gets an organ transplant,Yes
64,Advise,Business,Who to invite to a job interview,Yes
64,Advise,Business,Who gets promoted within a company,No
64,Advise,Military,Where to fire missiles in military operations,No
64,Advise,Military,Which areas to target in military operations,No
64,Advise,Social media,Which online videos to remove as deep fakes,Yes
64,Advise,Social media,Which social media accounts to ban for harmful behavior,Yes
64,Advise,Government,Who qualifies for government welfare programs,Yes
64,Advise,Government,Which refugees should be given asylum,Yes
64,Advise,Finance,Whether to offer loans to small businesses,Yes
64,Advise,Finance,Whether to invest in particular stocks,No
64,Advise,Finance,Which premiums to set in insurance policies,Yes
64,Advise,Education,Which students to admit to schools and universities,Yes
64,Advise,Education,Which students should receive disciplinary action,No
65,Decide,Justice,Whether to release convicted criminals from jail,No
65,Decide,Justice,Who police should stop and search,Yes
65,Decide,Business,Who to invite to a job interview,Yes
65,Decide,Business,The salary to offer prospective employees,Yes
65,Decide,Business,Who gets promoted within a company,Yes
65,Decide,Military,Which areas to target in military operations,No
65,Decide,Disaster relief,Where to allocate resources after natural disasters,Yes
65,Decide,Disaster relief,Who to evacuate during natural disasters,No
65,Decide,Social media,Which online content to remove as misinformation,No
65,Decide,Government,Who qualifies for government welfare programs,Yes
65,Decide,Government,Which refugees should be given asylum,No
65,Decide,Finance,Which customers receive credit card limit increases,Yes
65,Decide,Education,Which grades to give students,Yes
65,Decide,Education,Which students to admit to schools and universities,Yes
65,Decide,Education,Which students should receive scholarships,Yes
65,Advise,Transport,Which vehicles get priority at traffic lights and intersections,Yes
65,Advise,Transport,How to allocate ridesharing vehicles to customers,Yes
65,Advise,Justice,Whether to grant parole to prisoners,Yes
65,Advise,Healthcare,Who gets an organ transplant,No
65,Advise,Business,The salary to offer prospective employees,Yes
65,Advise,Business,Who to lay off during company downsizing,Yes
65,Advise,Business,Who gets promoted within a company,Yes
65,Advise,Military,How to allocate medical resources on the battlefield,Yes
65,Advise,Disaster relief,Where to deploy rescue teams after natural disasters,Yes
65,Advise,Social media,Which online content to remove as misinformation,No
65,Advise,Social media,Which news articles to present to users on social media,Yes
65,Advise,Government,How to allocate public healthcare funding,Yes
65,Advise,Finance,Whether to invest in particular stocks,Yes
65,Advise,Education,Which students to admit to schools and universities,Yes
65,Advise,Education,Which career paths to recommend to students,Yes
66,Decide,Transport,Whether to override a human driver's commands for safety reasons,No
66,Decide,Justice,Whether to release convicted criminals from jail,No
66,Decide,Justice,The length of jail sentences for criminals,No
66,Decide,Justice,Who police should stop and search,No
66,Decide,Justice,Which neighborhoods should have more police patrols,No
66,Decide,Healthcare,Whether to perform a surgery,No
66,Decide,Business,Who to hire for a job,No
66,Decide,Business,Who to lay off during company downsizing,No
66,Decide,Military,Where to fire missiles in military operations,No
66,Decide,Military,Whether to authorise drone strikes,No
66,Decide,Disaster relief,Where to allocate resources after natural disasters,No
66,Decide,Social media,Whether social media users are mental health risks,No
66,Decide,Government,Who qualifies for government welfare programs,No
66,Decide,Finance,Whether to offer loans to individuals,No
66,Decide,Finance,Which premiums to set in insurance policies,No
66,Advise,Justice,Whether to release convicted criminals from jail,No
66,Advise,Justice,The length of jail sentences for criminals,No
66,Advise,Justice,Who police should stop and search,No
66,Advise,Healthcare,Whether to perform a surgery,No
66,Advise,Healthcare,Which personalised treatments to recommend to patients,No
66,Advise,Business,The salary to offer prospective employees,No
66,Advise,Military,Where to fire missiles in military operations,No
66,Advise,Military,How to allocate medical resources on the battlefield,No
66,Advise,Disaster relief,Where to allocate resources after natural disasters,No
66,Advise,Social media,Whether social media users are mental health risks,Yes
66,Advise,Social media,Which social media accounts to ban for harmful behavior,Yes
66,Advise,Government,Who gets audited for tax fraud,Yes
66,Advise,Finance,Whether to offer loans to individuals,No
66,Advise,Finance,Whether to offer loans to small businesses,No
66,Advise,Education,Which students require additional academic support,Yes
67,Decide,Transport,Whether to prioritise the safety of passengers or pedestrians in a car accident,No
67,Decide,Transport,Which vehicles get priority at traffic lights and intersections,Yes
67,Decide,Transport,How to allocate ridesharing vehicles to customers,No
67,Decide,Transport,Which areas should have more traffic enforcement,Yes
67,Decide,Transport,Whether to override a human driver's commands for safety reasons,Yes
67,Decide,Justice,Who police should stop and search,No
67,Decide,Business,Who to hire for a job,No
67,Decide,Business,Who gets promoted within a company,No
67,Decide,Disaster relief,Who gets priority access to shelters after natural disasters,No
67,Decide,Social media,Which online videos to remove as deep fakes,Yes
67,Decide,Government,Who qualifies for government welfare programs,No
67,Decide,Finance,Whether to offer loans to individuals,No
67,Decide,Finance,Whether to invest in particular stocks,No
67,Decide,Finance,Which customers receive credit card limit increases,Yes
67,Decide,Education,Which students should receive disciplinary action,No
67,Advise,Transport,Which vehicles get priority at traffic lights and intersections,Yes
67,Advise,Transport,Whether to override a human driver's commands for safety reasons,Yes
67,Advise,Justice,The length of jail sentences for criminals,No
67,Advise,Justice,Who police should stop and search,No
67,Advise,Justice,Which personalized rehabilitation programs to offer to offenders,No
67,Advise,Business,Who to hire for a job,No
67,Advise,Military,Which areas to target in military operations,No
67,Advise,Military,Whether to use lethal or non-lethal force in military operations,No
67,Advise,Disaster relief,Where to allocate resources after natural disasters,No
67,Advise,Disaster relief,Where to deploy rescue teams after natural disasters,No
67,Advise,Social media,Whether social media users are mental health risks,No
67,Advise,Government,Who qualifies for government welfare programs,No
67,Advise,Finance,Whether to offer loans to small businesses,No
67,Advise,Finance,Whether to invest in particular stocks,No
67,Advise,Education,Which students should receive disciplinary action,No
68,Decide,Transport,Whether to override a human driver's commands for safety reasons,No
68,Decide,Justice,Whether to release convicted criminals from jail,No
68,Decide,Justice,Who police should stop and search,No
68,Decide,Healthcare,Who to allocate ventilators to,No
68,Decide,Healthcare,Which personalised treatments to recommend to patients,No
68,Decide,Healthcare,When to withdraw life support,No
68,Decide,Business,Who to hire for a job,No
68,Decide,Military,Where to fire missiles in military operations,No
68,Decide,Military,Which areas to target in military operations,No
68,Decide,Military,How to allocate medical resources on the battlefield,No
68,Decide,Disaster relief,Where to allocate resources after natural disasters,No
68,Decide,Disaster relief,Who should receive medical treatment after natural disasters,No
68,Decide,Social media,Which news articles to present to users on social media,No
68,Decide,Finance,Who qualifies for mortgage approval,No
68,Decide,Education,Which students require additional academic support,No
68,Advise,Transport,Whether to override a human driver's commands for safety reasons,No
68,Advise,Justice,Whether to grant parole to prisoners,No
68,Advise,Justice,Which neighborhoods should have more police patrols,No
68,Advise,Healthcare,Who gets an organ transplant,No
68,Advise,Business,The salary to offer prospective employees,No
68,Advise,Business,Who to lay off during company downsizing,No
68,Advise,Military,How to allocate medical resources on the battlefield,No
68,Advise,Disaster relief,Who to evacuate during natural disasters,No
68,Advise,Social media,Which online videos to remove as deep fakes,Yes
68,Advise,Social media,How to moderate online discussions on controversial topics,No
68,Advise,Finance,Whether to offer loans to individuals,No
68,Advise,Finance,Whether to offer loans to small businesses,No
68,Advise,Finance,Which premiums to set in insurance policies,Yes
68,Advise,Education,Which students require additional academic support,No
68,Advise,Education,Which students should receive disciplinary action,No
69,Decide,Transport,Which pedestrian to hit in a car accident,No
69,Decide,Transport,Whether to prioritise the safety of passengers or pedestrians in a car accident,No
69,Decide,Transport,Whether to override a human driver's commands for safety reasons,No
69,Decide,Justice,Who police should stop and search,No
69,Decide,Justice,Which neighborhoods should have more police patrols,No
69,Decide,Healthcare,Whether to perform a surgery,Yes
69,Decide,Healthcare,Which personalised treatments to recommend to patients,No
69,Decide,Healthcare,Who should receive mental health support,No
69,Decide,Business,Who to lay off during company downsizing,No
69,Decide,Disaster relief,Who to evacuate during natural disasters,No
69,Decide,Social media,Which online videos to remove as deep fakes,No
69,Decide,Social media,Which social media accounts to ban for harmful behavior,No
69,Decide,Government,Who qualifies for government welfare programs,No
69,Decide,Government,How to allocate public healthcare funding,No
69,Decide,Education,Which career paths to recommend to students,No
69,Advise,Transport,Which pedestrian to hit in a car accident,No
69,Advise,Transport,Which areas should have more traffic enforcement,Yes
69,Advise,Justice,Who police should stop and search,No
69,Advise,Healthcare,Whether to perform a surgery,Yes
69,Advise,Healthcare,Who should receive mental health support,No
69,Advise,Military,Where to fire missiles in military operations,Yes
69,Advise,Military,How to allocate medical resources on the battlefield,Yes
69,Advise,Disaster relief,Who should receive medical treatment after natural disasters,No
69,Advise,Disaster relief,How to allocate volunteers after natural disasters,Yes
69,Advise,Social media,Which online videos to remove as deep fakes,Yes
69,Advise,Social media,Whether social media users are mental health risks,Yes
69,Advise,Government,Which refugees should be given asylum,No
69,Advise,Finance,Whether to offer loans to individuals,Yes
69,Advise,Finance,Whether to offer loans to small businesses,Yes
69,Advise,Finance,Whether to invest in particular stocks,Yes
70,Decide,Transport,How to allocate ridesharing vehicles to customers,Yes
70,Decide,Transport,Whether to override a human driver's commands for safety reasons,No
70,Decide,Justice,Who police should stop and search,No
70,Decide,Healthcare,Who to allocate ventilators to,No
70,Decide,Healthcare,When to withdraw life support,No
70,Decide,Business,Who to hire for a job,No
70,Decide,Business,Who to invite to a job interview,Yes
70,Decide,Business,The salary to offer prospective employees,Yes
70,Decide,Military,Whether to launch cyber counterattacks,No
70,Decide,Disaster relief,Where to allocate resources after natural disasters,Yes
70,Decide,Disaster relief,Where to deploy rescue teams after natural disasters,No
70,Decide,Disaster relief,Who gets priority access to shelters after natural disasters,Yes
70,Decide,Government,Who gets audited for tax fraud,Yes
70,Decide,Finance,Whether to invest in particular stocks,No
70,Decide,Education,Which career paths to recommend to students,Yes
70,Advise,Transport,Whether to prioritise the safety of passengers or pedestrians in a car accident,No
70,Advise,Transport,Which areas should have more traffic enforcement,Yes
70,Advise,Transport,Whether to override a human driver's commands for safety reasons,No
70,Advise,Justice,Whether to grant parole to prisoners,Yes
70,Advise,Healthcare,Who should receive mental health support,Yes
70,Advise,Business,Whether to extend an employee’s contract,Yes
70,Advise,Military,Whether to launch cyber counterattacks,No
70,Advise,Military,How to allocate medical resources on the battlefield,Yes
70,Advise,Social media,Which online content to remove as misinformation,Yes
70,Advise,Social media,Which news articles to present to users on social media,Yes
70,Advise,Social media,Which online videos to remove as deep fakes,Yes
70,Advise,Social media,How to moderate online discussions on controversial topics,No
70,Advise,Government,Who qualifies for government welfare programs,Yes
70,Advise,Government,Who gets audited for tax fraud,Yes
70,Advise,Finance,Whether to offer loans to small businesses,No
71,Decide,Transport,Whether to prioritise the safety of passengers or pedestrians in a car accident,No
71,Decide,Transport,Which areas should have more traffic enforcement,Yes
71,Decide,Healthcare,Whether to perform a surgery,No
71,Decide,Healthcare,Who to allocate ventilators to,No
71,Decide,Healthcare,Which personalised treatments to recommend to patients,No
71,Decide,Healthcare,When to withdraw life support,No
71,Decide,Business,Who to hire for a job,No
71,Decide,Business,Who to invite to a job interview,No
71,Decide,Business,Who to lay off during company downsizing,No
71,Decide,Business,Who gets promoted within a company,No
71,Decide,Social media,Which news articles to present to users on social media,No
71,Decide,Social media,Whether social media users are mental health risks,No
71,Decide,Finance,Who qualifies for mortgage approval,No
71,Decide,Education,Which career paths to recommend to students,Yes
71,Decide,Education,Which students should receive disciplinary action,No
71,Advise,Transport,Which vehicles get priority at traffic lights and intersections,No
71,Advise,Justice,Whether to grant parole to prisoners,No
71,Advise,Justice,The length of jail sentences for criminals,No
71,Advise,Justice,Who police should stop and search,No
71,Advise,Justice,Which personalized rehabilitation programs to offer to offenders,Yes
71,Advise,Justice,Which neighborhoods should have more police patrols,Yes
71,Advise,Business,Who to hire for a job,Yes
71,Advise,Business,The salary to offer prospective employees,No
71,Advise,Business,Who to lay off during company downsizing,No
71,Advise,Military,Which areas to target in military operations,Yes
71,Advise,Military,How to allocate medical resources on the battlefield,Yes
71,Advise,Disaster relief,Who should receive medical treatment after natural disasters,Yes
71,Advise,Disaster relief,How to allocate volunteers after natural disasters,Yes
71,Advise,Government,Who gets audited for tax fraud,Yes
71,Advise,Education,Which students should receive disciplinary action,No
72,Decide,Transport,Whether to prioritise the safety of passengers or pedestrians in a car accident,Yes
72,Decide,Transport,Which areas should have more traffic enforcement,Yes
72,Decide,Justice,Who police should stop and search,Yes
72,Decide,Justice,Which neighborhoods should have more police patrols,Yes
72,Decide,Healthcare,Whether to perform a surgery,No
72,Decide,Healthcare,Who should receive mental health support,Yes
72,Decide,Business,Who to invite to a job interview,Yes
72,Decide,Business,Whether to extend an employee’s contract,Yes
72,Decide,Military,Where to fire missiles in military operations,No
72,Decide,Military,How to allocate medical resources on the battlefield,Yes
72,Decide,Disaster relief,Who gets priority access to shelters after natural disasters,No
72,Decide,Disaster relief,How to allocate volunteers after natural disasters,No
72,Decide,Social media,Which social media accounts to ban for harmful behavior,No
72,Decide,Social media,How to moderate online discussions on controversial topics,No
72,Decide,Education,Which students should receive disciplinary action,Yes
72,Advise,Justice,Who police should stop and search,No
72,Advise,Justice,Which neighborhoods should have more police patrols,No
72,Advise,Healthcare,Who should receive mental health support,No
72,Advise,Business,The salary to offer prospective employees,Yes
72,Advise,Disaster relief,Who gets priority access to shelters after natural disasters,No
72,Advise,Disaster relief,How to allocate volunteers after natural disasters,Yes
72,Advise,Social media,Which online content to remove as misinformation,Yes
72,Advise,Social media,How to moderate online discussions on controversial topics,Yes
72,Advise,Government,Which refugees should be given asylum,Yes
72,Advise,Finance,Whether to offer loans to individuals,Yes
72,Advise,Finance,Whether to offer loans to small businesses,Yes
72,Advise,Finance,Which premiums to set in insurance policies,Yes
72,Advise,Finance,Who qualifies for mortgage approval,No
72,Advise,Finance,Which customers receive credit card limit increases,Yes
72,Advise,Education,Which students require additional academic support,Yes
73,Decide,Transport,Whether to override a human driver's commands for safety reasons,Yes
73,Decide,Justice,The length of jail sentences for criminals,No
73,Decide,Healthcare,Who to allocate ventilators to,Yes
73,Decide,Healthcare,Who should receive mental health support,No
73,Decide,Healthcare,Who gets an organ transplant,No
73,Decide,Business,Who to hire for a job,No
73,Decide,Military,Which areas to target in military operations,Yes
73,Decide,Disaster relief,Where to allocate resources after natural disasters,Yes
73,Decide,Disaster relief,How to allocate volunteers after natural disasters,Yes
73,Decide,Social media,Which online content to remove as misinformation,Yes
73,Decide,Social media,Which news articles to present to users on social media,No
73,Decide,Social media,How to moderate online discussions on controversial topics,Yes
73,Decide,Government,Who gets audited for tax fraud,Yes
73,Decide,Finance,Who qualifies for mortgage approval,Yes
73,Decide,Education,Which career paths to recommend to students,Yes
73,Advise,Transport,Which pedestrian to hit in a car accident,Yes
73,Advise,Transport,Whether to prioritise the safety of passengers or pedestrians in a car accident,Yes
73,Advise,Transport,Which areas should have more traffic enforcement,Yes
73,Advise,Justice,The length of jail sentences for criminals,Yes
73,Advise,Justice,Which personalized rehabilitation programs to offer to offenders,Yes
73,Advise,Justice,Which neighborhoods should have more police patrols,Yes
73,Advise,Healthcare,Who to allocate ventilators to,Yes
73,Advise,Business,Whether to extend an employee’s contract,Yes
73,Advise,Military,How to allocate medical resources on the battlefield,Yes
73,Advise,Disaster relief,Where to deploy rescue teams after natural disasters,Yes
73,Advise,Social media,Which social media accounts to ban for harmful behavior,Yes
73,Advise,Government,Which refugees should be given asylum,Yes
73,Advise,Government,How to allocate public healthcare funding,Yes
73,Advise,Education,Which students require additional academic support,Yes
73,Advise,Education,Which students should receive scholarships,Yes
74,Decide,Transport,Which pedestrian to hit in a car accident,No
74,Decide,Justice,Whether to grant parole to prisoners,No
74,Decide,Justice,The length of jail sentences for criminals,No
74,Decide,Business,The salary to offer prospective employees,Yes
74,Decide,Business,Who gets promoted within a company,No
74,Decide,Military,Where to fire missiles in military operations,No
74,Decide,Military,Whether to use lethal or non-lethal force in military operations,No
74,Decide,Military,Whether to authorise drone strikes,No
74,Decide,Disaster relief,Where to allocate resources after natural disasters,Yes
74,Decide,Disaster relief,Who gets priority access to shelters after natural disasters,Yes
74,Decide,Social media,Whether social media users are mental health risks,No
74,Decide,Social media,How to moderate online discussions on controversial topics,Yes
74,Decide,Government,Which refugees should be given asylum,No
74,Decide,Finance,Whether to offer loans to individuals,No
74,Decide,Education,Which students should receive scholarships,Yes
74,Advise,Justice,Whether to grant parole to prisoners,No
74,Advise,Justice,Which personalized rehabilitation programs to offer to offenders,Yes
74,Advise,Healthcare,Which personalised treatments to recommend to patients,No
74,Advise,Healthcare,When to withdraw life support,Yes
74,Advise,Business,Who to lay off during company downsizing,No
74,Advise,Business,Whether to extend an employee’s contract,Yes
74,Advise,Military,Whether to launch cyber counterattacks,No
74,Advise,Military,Whether to use lethal or non-lethal force in military operations,No
74,Advise,Military,Whether to authorise drone strikes,No
74,Advise,Disaster relief,Who should receive medical treatment after natural disasters,No
74,Advise,Disaster relief,Who to evacuate during natural disasters,No
74,Advise,Disaster relief,Who gets priority access to shelters after natural disasters,Yes
74,Advise,Government,Which refugees should be given asylum,Yes
74,Advise,Finance,Whether to offer loans to individuals,No
74,Advise,Education,Which students require additional academic support,Yes
75,Decide,Transport,Which pedestrian to hit in a car accident,Yes
75,Decide,Justice,Whether to release convicted criminals from jail,No
